	control_early_01	control_early_02	control_early_03	control_embryo_01	control_embryo_02	control_embryo_03	control_late_01	control_late_02	control_late_03	treatment_early_01	treatment_early_02	treatment_early_03	treatment_embryo_01	treatment_embryo_02	treatment_embryo_03	treatment_late_01	treatment_late_02	treatment_late_03
JGI_V11_101230	0.0	2.618769	0.0	0.0	0.0	0.0	0.0	20.759002	23.155341	3.719499	6.677705	9.070883	0.0	0.0	0.0	2.361496	19.282579	5.000799
JGI_V11_101232	13.37008	2.61877	4.41305	0.0	0.0	0.0	2.513583	0.0	0.0	11.881927	2.225902	6.803162	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_101239	2.228347	5.23754	4.41305	0.0	6.395879	0.0	10.054332	16.607202	2.315534	16.634697	8.903607	2.267721	12.124004	9.780252	6.274424	7.084488	2.754654	5.000799
JGI_V11_101266	4.456693	2.61877	0.0	0.0	0.0	4.531002	2.513583	4.1518	0.0	2.376385	6.677705	4.535441	7.274402	2.445063	0.0	2.361496	2.754654	0.0
JGI_V11_101276	24.511812	65.46925	15.445676	6.991573	23.451555	20.38951	40.217329	39.442104	18.524273	38.022166	17.807213	36.28353	26.672808	34.230881	25.097697	14.168976	60.602392	20.003195
JGI_V11_101277	0.0	2.61877	2.206525	0.0	0.0	2.265501	0.0	0.0	0.0	0.0	2.225902	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_101278	138.157489	261.876999	152.250232	76.9073	136.445413	310.373657	186.005146	313.460934	201.451469	273.284315	218.138362	244.913828	203.683262	403.435379	399.47168	162.943222	382.896934	90.014378
JGI_V11_101288	0.0	2.61877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.409657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_101295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.445063	0.0	0.0	0.0	0.0
JGI_V11_101309	0.0	0.0	0.0	0.0	2.13196	6.796503	2.513583	0.0	4.631068	0.0	0.0	4.535441	2.424801	2.445063	0.0	0.0	8.263963	0.0
JGI_V11_101321	0.0	0.0	0.0	0.0	2.13196	0.0	0.0	4.1518	2.315534	2.376385	0.0	2.267721	2.424801	0.0	4.18295	0.0	0.0	0.0
JGI_V11_101322	51.251972	151.88866	50.750077	11.652621	70.354666	122.337062	67.866743	116.250413	78.72816	47.527707	48.969836	77.102501	111.540834	154.038963	110.848162	63.760391	115.695477	22.503595
JGI_V11_101349	0.0	1e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.631068	0.0	4.451803	0.0	0.0	0.0	0.0	0.0	0.0	2.500399
JGI_V11_101360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_101362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_101374	22.283466	10.47508	14.176304	0.0	6.395879	4.531002	7.540749	0.0	0.0	9.505541	2.225902	22.677206	2.424801	9.780252	4.567893	2.361496	11.018617	0.0
JGI_V11_101389	0.0	0.0	2.206525	0.0	2.13196	2.265501	0.0	0.0	0.0	0.0	0.0	0.0	4.849601	2.445063	8.365899	0.0	0.0	0.0
JGI_V11_101397	2.228347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.505541	2.225902	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_101429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.227701	0.0	0.0	0.0	3.010407	0.0	4.890126	0.0	0.0	1.402252	0.0
JGI_V11_10143	71.307091	261.876999	119.152356	67.585203	159.896968	190.302096	160.869316	228.349025	226.922345	254.273233	186.975739	213.165739	150.337646	308.077926	280.257618	148.774246	154.260635	92.514777
JGI_V11_101431	0.0	0.0	0.0	0.0	0.0	4.531002	2.513583	0.0	0.0	2.376385	0.0	0.0	12.124004	2.445063	0.0	0.0	2.754654	2.500399
JGI_V11_101435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_101455	2.228347	0.0	0.0	2.330524	0.0	0.0	2.513583	4.1518	2.315534	4.752771	6.677705	2.267721	0.0	0.0	4.18295	0.0	2.754654	0.0
JGI_V11_101457	0.0	0.0	0.0	0.0	10.659798	2.265501	0.0	0.0	2.315534	0.0	0.0	0.0	0.0	2.445063	2.091475	7.084488	5.509308	0.0
JGI_V11_101458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_101459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.361496	0.0	0.0
JGI_V11_101461	15.598426	26.1877	55.163128	18.644194	42.639191	70.230536	2.513583	66.428807	43.995149	2.376385	0.0	4.535441	60.620018	156.484026	188.232729	47.229919	110.186168	35.005591
JGI_V11_101466	191.637807	458.284749	311.120039	16.31367	17.055677	47.575524	188.518729	35.290304	25.470875	256.649618	202.557051	247.181548	41.221613	48.901258	87.84194	28.337952	24.791888	17.502796
JGI_V11_101467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_101472	0.0	2.61877	0.0	0.0	0.0	0.0	0.0	8.303601	0.0	9.505541	0.0	2.267721	0.0	0.0	0.0	2.361496	0.0	10.001598
JGI_V11_101475	6.68504	2.61877	2.206525	0.0	10.659798	33.982517	0.0	2.0759	0.0	0.0	0.0	4.535441	33.94721	9.780252	43.92097	0.0	2.754654	2.500399
JGI_V11_101478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_101480	0.0	0.0	4.41305	2.330524	4.263919	0.0	0.0	16.607202	4.631068	2.376385	0.0	2.267721	0.0	7.335189	4.18295	7.084488	8.263963	7.501198
JGI_V11_101482	6.68504	2.61877	8.8261	2.330524	4.263919	0.0	2.513583	4.1518	9.262137	7.129156	6.677705	0.0	2.424801	4.890126	16.731798	7.084488	2.754654	10.001598
JGI_V11_101496	6.68504	13.09385	8.8261	0.0	10.659798	4.531002	15.081498	20.759002	9.262137	19.011083	15.581312	6.803162	4.849601	19.560503	4.18295	11.80748	16.527925	0.0
JGI_V11_101510	20.055119	52.3754	13.239151	11.652621	46.903111	56.637529	17.595081	29.062603	32.417478	28.516624	31.162623	36.28353	67.894421	100.247579	108.756688	18.891968	35.810505	5.000799
JGI_V11_101526	0.0	0.0	2.206525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.225902	0.0	0.0	0.0	0.0	0.0	0.0	7.501198
JGI_V11_101532	49.023625	89.03818	35.304402	384.536499	1754.602727	2553.219792	55.298827	3221.797153	1431.000094	114.066497	82.358361	52.157574	1270.595587	1080.717804	1721.283729	552.590058	542.666878	450.07189
JGI_V11_101535	2.228347	2.61877	2.206525	163.136697	554.309489	516.534261	5.027166	622.770068	277.864096	7.129156	0.0	6.803162	354.020908	400.990316	445.484124	122.797791	49.583776	70.011183
JGI_V11_101537	115.874023	225.214219	52.956602	4.661048	36.243313	31.717016	100.543322	16.607202	23.155341	491.911768	309.40033	222.236621	19.398406	4.890126	12.548849	7.084488	8.263963	0.0
JGI_V11_101545	0.0	0.0	2.206525	0.0	0.0	0.0	0.0	4.1518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.754654	7.501198
JGI_V11_101550	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.424801	0.0	0.0	2.361496	0.0	0.0
JGI_V11_101570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.677705	0.0	0.0	0.0	0.0	0.0	0.0	2.500399
JGI_V11_101596	0.0	5.23754	4.41305	0.0	0.0	0.0	0.0	0.0	2.315534	0.0	0.0	0.0	0.0	0.0	0.0	2.361496	2.754654	0.0
JGI_V11_101612	0.0	0.0	0.0	0.0	4.263919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_101617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_10162	138.157489	191.17021	101.500155	95.551494	125.785615	246.939625	123.16557	134.933515	171.349526	182.981672	169.168526	154.205003	181.860055	312.968052	301.172366	170.02771	157.01529	60.009585
JGI_V11_101631	28.968506	44.51909	11.032626	139.831454	315.530017	514.26876	7.540749	242.880327	238.500016	23.763854	13.35541	27.212648	375.844115	1102.72337	1164.951443	245.595581	393.915551	165.02636
JGI_V11_101703	20.653259	23.56893	40.865051	0.0	0.0	0.0	7.540749	2.0759	0.0	7.129156	11.129508	18.141765	0.0	0.0	0.0	4.722992	33.05585	13.275081
JGI_V11_101710	0.0	2.61877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.267721	0.0	2.445063	0.0	0.0	2.754654	0.0
JGI_V11_101737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0759	2.315534	0.0	0.0	2.267721	2.424801	0.0	0.0	0.0	0.0	0.0
JGI_V11_101743	8.913386	10.47508	6.619575	97.882018	394.412521	455.36573	2.513583	508.595556	372.800995	4.752771	11.129508	13.606324	281.276886	398.545254	596.070307	259.764557	355.350392	197.531552
JGI_V11_101809	42.338585	96.89449	28.684826	44.279961	98.07014	97.416549	37.703746	89.26371	55.572819	42.774936	55.647541	47.622133	89.717627	163.819215	171.500931	28.337952	49.583776	25.003994
JGI_V11_101856	2.228347	13.09385	0.0	0.0	0.0	9.062005	2.513583	6.227701	2.315534	7.129156	4.451803	0.0	7.274402	17.11544	6.274424	0.0	0.0	2.500399
JGI_V11_101865	17.826773	41.90032	6.619575	6.991573	21.319596	20.38951	15.081498	20.759002	37.048546	28.516624	31.162623	18.141765	16.973605	31.785818	69.018667	21.253464	19.282579	20.003195
JGI_V11_101866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.091475	0.0	0.0	0.0
JGI_V11_101871	158.212608	343.058869	132.391506	109.534639	157.765008	314.904659	211.140977	234.576726	243.131084	327.941178	300.496723	195.023974	215.807266	437.66626	315.812689	155.858734	206.599065	122.51957
JGI_V11_101872	300.82679	840.625168	266.989537	95.551494	260.099068	289.984147	439.877035	643.52907	585.830135	667.764284	632.15607	691.654791	266.728081	383.874876	328.361538	328.24794	595.005308	272.543534
JGI_V11_10188	35.653545	47.13786	35.304402	4.661048	29.847434	27.186014	35.190163	66.428807	48.626217	54.656863	42.292131	31.748089	43.646413	36.675944	56.469819	18.891968	24.791888	15.002396
JGI_V11_101895	193.866153	350.915179	134.598031	69.915727	321.925895	500.675753	143.274234	157.768417	173.66506	244.767691	155.813116	247.181548	293.400889	520.798399	506.136893	141.689758	209.35372	90.014378
JGI_V11_101930	2.228347	20.95016	4.41305	0.0	2.13196	2.265501	0.0	6.227701	0.0	11.881927	4.451803	6.803162	0.0	2.445063	6.274424	0.0	0.0	2.500399
JGI_V11_101933	0.0	2.61877	0.0	0.0	2.13196	6.796503	0.0	4.1518	0.0	0.0	0.0	0.0	2.424801	0.0	2.091475	0.0	0.0	0.0
JGI_V11_101938	24.511812	62.85048	6.619575	13.983145	12.791757	27.186014	27.649414	35.290304	9.262137	54.656863	42.292131	24.944927	2.424801	56.236447	52.286869	11.80748	24.791888	15.002396
JGI_V11_101955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.424801	0.0	0.0	2.361496	2.754654	0.0
JGI_V11_101959	0.0	0.0	2.206525	6.991573	0.0	0.0	0.0	2.0759	4.631068	4.752771	0.0	0.0	0.0	2.445063	2.091475	0.0	0.0	0.0
JGI_V11_101964	394.417346	806.581158	370.696217	74.576776	279.286704	285.453144	427.30912	352.903039	382.063132	537.063089	398.436396	471.68589	230.35607	506.128021	437.118225	271.572037	432.48071	147.523564
JGI_V11_101967	15.598426	75.94433	13.239151	4.661048	8.527838	31.717016	32.67658	56.049306	48.626217	47.527707	22.259017	47.622133	29.097609	48.901258	50.195394	9.445984	49.583776	22.503595
JGI_V11_101971	4.456693	7.85631	4.41305	0.0	0.0	4.531002	10.054332	0.0	2.315534	0.0	2.225902	0.0	0.0	0.0	0.0	4.722992	5.509308	5.000799
JGI_V11_101991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.267721	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_102038	13.37008	26.1877	2.206525	4.661048	12.791757	13.593007	20.108664	8.303601	9.262137	9.505541	11.129508	15.874044	12.124004	29.340755	33.463596	2.361496	13.773271	0.0
JGI_V11_102043	4.456693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_102050	2.228347	0.0	0.0	0.0	0.0	0.0	0.0	2.0759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_102053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_102064	8.913386	3.666278	0.0	0.0	0.0	7.677832	8.043466	0.0	6.21592	0.0	0.0	0.0	0.0	5.743069	12.02598	0.0	0.0	0.0
JGI_V11_102073	8.913386	31.42524	15.445676	0.0	10.659798	6.796503	20.108664	31.138503	69.466024	40.398551	26.71082	11.338603	7.274402	36.675944	18.823273	28.337952	19.282579	17.502796
JGI_V11_102075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0759	0.0	2.376385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_102081	0.0	0.0	0.0	0.0	44.771151	74.761538	0.0	64.352907	11.577671	0.0	0.0	0.0	41.221613	24.450629	81.567516	16.530472	79.884972	20.003195
JGI_V11_102083	6.68504	0.0	2.206525	20.974718	170.556766	31.717016	30.162997	10.379501	30.101944	9.505541	22.259017	0.0	63.044819	4.890126	12.548849	7.084488	0.0	7.501198
JGI_V11_102092	0.0	0.0	2.206525	0.0	2.13196	0.0	2.513583	0.0	0.0	2.376385	0.0	0.0	2.424801	4.890126	4.18295	0.0	0.0	0.0
JGI_V11_102093	20.055119	15.71262	6.619575	6.991573	12.791757	15.858508	10.054332	22.834903	50.941751	21.387468	17.807213	6.803162	24.248007	12.225315	37.646546	9.445984	19.282579	7.501198
JGI_V11_102106	20.055119	23.56893	2.206525	9.322097	10.659798	6.796503	10.054332	33.214404	20.839807	14.258312	11.129508	13.606324	12.124004	12.225315	8.365899	23.61496	27.546542	20.003195
JGI_V11_102133	4.456693	0.0	2.206525	0.0	0.0	2.265501	0.0	2.0759	2.315534	4.752771	2.225902	0.0	7.274402	7.335189	0.0	4.722992	2.754654	0.0
JGI_V11_102163	11.141733	47.13786	13.239151	11.652621	25.583515	58.90303	27.649414	35.290304	55.572819	66.53879	35.614426	56.693016	29.097609	102.692642	52.286869	33.060944	46.829121	17.502796
JGI_V11_102173	0.0	5.23754	0.0	2.330524	2.13196	2.265501	2.513583	0.0	2.315534	2.376385	0.0	0.0	2.424801	12.225315	0.0	2.361496	2.754654	2.500399
JGI_V11_102195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_102209	4.456693	10.47508	4.41305	2.330524	10.659798	36.248018	7.540749	6.227701	11.577671	26.140239	2.225902	4.535441	7.274402	17.11544	8.365899	2.361496	8.263963	12.501997
JGI_V11_102226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.849601	0.0	0.0	0.0	0.0	0.0
JGI_V11_102232	164.897648	400.671809	163.282858	72.246251	270.758866	346.621675	175.950814	344.599438	335.752449	389.727198	258.204592	310.677726	264.303281	369.204499	435.026751	264.487549	338.822467	100.015976
JGI_V11_102235	15.598426	52.3754	13.239151	13.983145	21.319596	20.38951	22.622248	12.455401	6.946602	9.505541	20.033115	11.338603	14.548804	41.566069	29.280647	11.80748	11.018617	12.501997
JGI_V11_102242	0.0	2.61877	0.0	2.330524	0.0	0.0	2.513583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.091475	0.0	2.754654	0.0
JGI_V11_102258	0.0	0.0	2.206525	0.0	0.0	9.062005	0.0	8.303601	4.631068	0.0	2.225902	2.267721	2.424801	7.335189	8.365899	4.722992	0.0	0.0
JGI_V11_102281	0.0	0.0	0.0	4.661048	63.958787	36.248018	0.0	64.352907	41.679614	0.0	2.225902	0.0	16.973605	29.340755	50.195394	18.891968	0.0	0.0
JGI_V11_102301	64.622051	149.26989	48.543552	20.974718	91.674262	124.602563	57.81241	83.036009	83.359229	135.453965	69.002951	102.047428	89.717627	198.050095	196.598628	47.229919	123.959439	50.007988
JGI_V11_102305	113.443765	158.905347	97.230689	76.818585	144.310751	176.800679	108.084071	194.082037	181.847658	133.566736	135.477589	187.536587	169.043605	311.499803	234.654038	113.351807	265.207926	100.194818
JGI_V11_102310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_102317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.227701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_102318	0.0	5.23754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.754654	0.0
JGI_V11_102327	0.0	10.47508	0.0	0.0	0.0	0.0	0.0	12.455401	4.631068	4.752771	0.0	0.0	0.0	2.445063	0.0	2.361496	5.509308	5.000799
JGI_V11_102328	2.228347	5.23754	4.41305	2.330524	8.527838	2.265501	5.027166	4.1518	2.315534	0.0	8.903607	2.267721	9.699203	14.670377	8.365899	7.084488	0.0	2.500399
JGI_V11_102331	40.110239	41.90032	30.891351	9.322097	14.923717	18.124009	10.054332	22.834903	13.893205	64.162404	20.033115	34.015809	21.823207	48.901258	56.469819	14.168976	38.565159	5.000799
JGI_V11_102339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.424801	0.0	0.0	0.0	0.0	0.0
JGI_V11_102351	2.228347	2.61877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.376385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_102352	17.826773	13.09385	11.032626	27.966291	70.354666	111.009556	2.513583	16.607202	16.208739	14.258312	8.903607	13.606324	63.044819	141.813648	85.750465	16.530472	33.05585	7.501198
JGI_V11_102354	37.881892	141.41358	46.337027	11.652621	34.111353	90.620046	67.866743	74.732408	43.995149	116.442882	82.358361	108.85059	55.770417	154.038963	94.116364	37.783936	57.847738	30.004793
JGI_V11_102355	2.228347	2.61877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.451803	0.0	0.0	2.445063	0.0	0.0	0.0	0.0
JGI_V11_102364	0.0	0.0	0.0	0.0	0.0	2.265501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_102366	6.68504	2.61877	0.0	0.0	2.13196	2.265501	0.0	0.0	0.0	0.0	0.0	0.0	2.424801	0.0	0.0	0.0	0.0	7.501198
JGI_V11_102384	2.228347	7.85631	6.619575	0.0	12.791757	20.38951	0.0	10.379501	4.631068	2.376385	0.0	4.535441	9.699203	2.445063	25.097697	0.0	11.018617	2.500399
JGI_V11_102386	96.822417	201.487366	103.531842	50.351855	181.157524	302.792832	92.55298	187.477916	125.133693	135.805074	134.76853	100.33467	168.963259	331.022634	303.805739	149.289269	212.632967	106.135985
JGI_V11_102387	2.228347	7.85631	2.206525	0.0	2.13196	2.265501	2.513583	0.0	6.946602	7.129156	0.0	4.535441	4.849601	9.780252	6.274424	2.361496	5.509308	0.0
JGI_V11_102388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_102408	82.448824	222.595449	77.228379	9.322097	51.16703	65.699533	95.516156	85.111909	57.888353	109.313726	73.454755	111.118311	53.345616	97.802516	69.018667	96.821335	96.412897	32.505192
JGI_V11_102444	15.598426	41.90032	33.097877	6.991573	21.319596	72.496037	30.162997	16.607202	30.101944	21.387468	55.647541	27.212648	21.823207	78.242013	46.012445	14.168976	27.546542	10.001598
JGI_V11_102445	155.984261	392.815499	147.837182	69.915727	179.084604	317.17016	173.437231	211.741823	243.131084	301.80094	231.493772	238.110666	264.303281	432.776134	386.922831	113.351807	234.145607	120.019171
JGI_V11_102446	4.456693	26.1877	17.652201	11.652621	10.659798	38.513519	17.595081	24.910803	6.946602	19.011083	28.936722	13.606324	38.796812	95.357453	108.756688	11.80748	27.546542	2.500399
JGI_V11_102448	11.141733	41.90032	6.619575	18.644194	36.243313	70.230536	7.540749	60.201107	30.101944	19.011083	20.033115	27.212648	46.071214	83.132139	75.293091	18.891968	8.263963	5.000799
JGI_V11_10245	20.055119	41.90032	19.858726	4.661048	6.563887	36.248018	7.540749	37.366204	19.032153	33.269395	8.903607	20.409486	26.672808	56.236447	54.378344	7.084488	16.527925	2.500399
JGI_V11_102458	617.252005	1055.364307	582.522627	174.789318	556.441448	804.252907	713.857588	1087.771719	1044.305893	1031.351243	681.125907	920.694574	531.031362	924.233778	844.955804	696.641312	1112.880299	430.068695
JGI_V11_102459	22.283466	2.61877	13.239151	2.330524	4.263919	6.796503	5.027166	18.683102	6.946602	11.881927	6.677705	4.535441	4.849601	12.225315	6.274424	11.80748	2.754654	7.501198
JGI_V11_102466	0.0	20.95016	11.032626	13.983145	10.659798	15.858508	12.567915	16.607202	16.208739	19.011083	20.033115	15.874044	9.699203	34.230881	48.10392	14.168976	8.263963	5.000799
JGI_V11_102473	17.826773	5.23754	0.0	0.0	8.527838	13.593007	7.540749	0.0	0.0	0.0	6.677705	9.070883	4.849601	22.005566	31.372121	2.361496	11.018617	2.500399
JGI_V11_102489	0.0	5.23754	2.206525	0.0	0.0	4.531002	2.513583	8.303601	11.577671	2.376385	0.0	2.267721	7.274402	2.445063	8.365899	2.361496	2.754654	0.0
JGI_V11_102493	2.228347	10.47508	6.619575	0.0	0.0	2.265501	0.0	0.0	11.577671	16.634697	0.0	4.535441	0.0	22.005566	16.731798	0.0	0.0	12.501997
JGI_V11_10253	0.0	0.0	0.0	2.330524	2.13196	0.0	0.0	6.227701	0.0	0.0	2.225902	0.0	0.0	2.445063	0.0	0.0	0.0	0.0
JGI_V11_10255	37.881892	60.23171	33.097877	18.644194	57.562908	88.354545	15.081498	43.593905	30.101944	49.904092	55.647541	27.212648	65.46962	73.351887	69.018667	14.168976	55.093084	20.003195
JGI_V11_102551	0.0	0.0	0.0	0.0	2.13196	2.265501	0.0	2.0759	2.315534	0.0	0.0	0.0	0.0	2.445063	0.0	0.0	0.0	0.0
JGI_V11_102570	360.992148	806.581158	260.369962	302.968151	724.866254	1137.281575	377.037459	724.489179	828.961219	570.332484	414.017708	557.859274	974.769897	1276.322836	1367.824495	502.998642	702.436822	295.047128
JGI_V11_102606	4.456693	7.85631	0.0	93.22097	183.348523	280.922142	5.027166	159.844318	92.621365	7.129156	2.225902	4.535441	257.028878	691.952802	677.637823	172.389206	234.145607	112.517973
JGI_V11_102626	6.68504	5.23754	2.206525	0.0	2.13196	2.265501	2.513583	8.303601	6.946602	11.881927	8.903607	9.070883	2.424801	14.670377	14.640323	0.0	8.263963	5.000799
JGI_V11_102627	90.506586	150.277275	51.761594	22.074672	63.730608	116.636247	104.106594	130.678822	120.666216	153.223728	93.722447	119.611437	95.367761	96.28408	99.402986	77.969351	107.599677	67.666833
JGI_V11_102652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_102661	0.0	0.0	0.0	0.0	0.0	0.0	2.513583	0.0	0.0	0.0	0.0	4.535441	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_102668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_102680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_102738	0.0	0.0	2.206525	0.0	2.13196	0.0	0.0	0.0	0.0	2.376385	0.0	0.0	0.0	0.0	0.0	2.361496	0.0	0.0
JGI_V11_102755	6.68504	10.47508	2.206525	0.0	4.263919	20.38951	0.0	2.0759	0.0	14.258312	8.903607	6.803162	2.424801	9.780252	12.548849	2.361496	11.018617	0.0
JGI_V11_102763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.18295	0.0	0.0	0.0
JGI_V11_102767	26.740159	49.75663	48.543552	170.128269	654.511588	980.961996	37.703746	1187.41493	1004.941813	102.18457	109.069181	34.015809	521.332159	449.891575	539.600489	363.67038	181.807177	130.020768
JGI_V11_102776	2.228347	5.23754	11.032626	23.305242	91.674262	86.089044	2.513583	64.352907	41.679614	7.129156	2.225902	0.0	53.345616	112.472894	148.494708	33.060944	57.847738	45.007189
JGI_V11_102782	254.031511	526.372769	222.859035	104.873591	260.099068	398.728202	281.521303	238.728526	164.402923	403.98551	347.240658	410.457433	320.073698	535.468776	524.960165	136.966766	256.182841	137.521966
JGI_V11_102792	26.740159	94.27572	70.608803	156.145124	456.239348	632.07482	30.162997	321.764535	324.174778	23.763854	28.936722	45.354413	286.126487	865.552268	809.400733	271.572037	561.949458	230.036744
JGI_V11_102793	6.68504	18.33139	48.543552	2.330524	0.0	0.0	15.081498	0.0	4.631068	0.0	8.903607	11.338603	0.0	0.0	2.091475	2.361496	8.263963	0.0
JGI_V11_102795	12.395821	13.14826	10.434601	2.330524	10.508425	0.0	8.034822	12.756328	15.809762	0.0	2.423999	14.192619	2.971051	10.182969	24.115815	2.797374	69.100541	2.954387
JGI_V11_102823	0.0	5.23754	0.0	0.0	0.0	2.265501	2.513583	0.0	0.0	0.0	0.0	2.267721	0.0	2.445063	0.0	2.361496	2.754654	2.500399
JGI_V11_102847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.451803	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JGI_V11_102851	11.141733	39.28155	22.065251	6.991573	38.375272	47.575524	12.567915	4.1518	23.155341	42.774936	22.259017	43.086692	41.221613	66.016698	48.10392	21.253464	27.546542	7.501198
JGI_V11_102881	15.598426	65.46925	59.576178	2.330524	0.0	0.0	10.054332	6.227701	4.631068	4.752771	6.677705	34.015809	0.0	7.335189	8.365899	7.084488	13.773271	7.501198
JGI_V11_102922	202.77954	505.422609	163.282858	55.932582	191.876361	337.559671	304.14355	481.608853	527.941782	453.889602	269.3341	399.11883	196.40886	376.539687	382.739882	271.572037	476.555177	215.034348
JGI_V11_102932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
